,Year,Quarter,State,Colonies,Max Colonies,Lost Colonies,Added Colonies,Renovated Colonies
441,2017,Q2,Massachusetts,4200.0,8500,300.0,1100,440
442,2017,Q2,Michigan,40000.0,103000,7500.0,13500,3200
443,2017,Q2,Minnesota,27000.0,126000,13000.0,24000,4200
444,2017,Q2,Mississippi,85000.0,90000,3700.0,9000,61000
445,2017,Q2,Missouri,12000.0,12500,770.0,1800,730
446,2017,Q2,Montana,62000.0,157000,7000.0,25000,13500
447,2017,Q2,Nebraska,19500.0,43000,6000.0,8000,28000
448,2017,Q2,New Jersey,4200.0,18000,1500.0,1900,110
449,2017,Q2,New Mexico,6500.0,6500,1400.0,2700,100
450,2017,Q2,New York,31000.0,46000,4000.0,13500,1500
451,2017,Q2,North Carolina,23000.0,24000,1600.0,10000,550
452,2017,Q2,North Dakota,110000.0,530000,27000.0,23000,95000
453,2017,Q2,Ohio,14000.0,16500,1700.0,6000,1100
454,2017,Q2,Oklahoma,12000.0,13000,310.0,4000,10000
455,2017,Q2,Oregon,77000.0,132000,4300.0,19000,16000
456,2017,Q2,Pennsylvania,11000.0,14000,1300.0,6500,1100
457,2017,Q2,South Carolina,12500.0,13500,1300.0,2200,410
458,2017,Q2,South Dakota,51000.0,182000,11000.0,15000,13000
459,2017,Q2,Tennessee,8000.0,8000,580.0,3900,200
460,2017,Q2,Texas,340000.0,350000,36000.0,74000,54000
461,2017,Q2,Utah,14500.0,25000,4800.0,12000,7000
462,2017,Q2,Vermont,5000.0,6500,20.0,480,30
463,2017,Q2,Virginia,6000.0,6500,230.0,2200,480
464,2017,Q2,Washington,91000.0,143000,6000.0,21000,11500
465,2017,Q2,West Virginia,7000.0,7000,990.0,2600,160
466,2017,Q2,Wisconsin,18500.0,78000,5500.0,17500,3600
467,2017,Q2,Wyoming,6500.0,27000,2600.0,7500,580
468,2017,Q2,Other States 5/,7970.0,15530,1070.0,3270,270
469,0,0,0,0.0,0,0.0,0,0
470,2017,Q3,Alabama,8000.0,8000,1200.0,440,50
471,2017,Q3,Arizona,30000.0,32000,6000.0,3200,2600
472,2017,Q3,Arkansas,32000.0,32000,1500.0,270,60
473,2017,Q3,California,740000.0,820000,82000.0,33000,78000
474,2017,Q3,Colorado,33000.0,37000,6500.0,1100,740
475,2017,Q3,Connecticut,3100.0,3100,270.0,890,180
476,2017,Q3,Florida,200000.0,220000,25000.0,62000,14500
477,2017,Q3,Georgia,102000.0,103000,13000.0,12500,2300
478,2017,Q3,Hawaii,13500.0,13500,600.0,430,820
479,2017,Q3,Idaho,79000.0,131000,13000.0,1900,2800
480,2017,Q3,Illinois,11000.0,11000,1300.0,850,310
481,2017,Q3,Indiana,9500.0,9500,600.0,450,550
482,2017,Q3,Iowa,50000.0,50000,5500.0,10500,2400
483,2017,Q3,Kansas,8000.0,8000,2600.0,310,190
484,2017,Q3,Kentucky,7500.0,7500,1000.0,900,230
485,2017,Q3,Louisiana,51000.0,60000,7000.0,2600,2100
486,2017,Q3,Maine,5500.0,5500,420.0,240,140
487,2017,Q3,Maryland,7000.0,7000,200.0,400,20
488,2017,Q3,Massachusetts,9500.0,9500,530.0,450,40
489,2017,Q3,Michigan,108000.0,108000,15000.0,11000,9500
490,2017,Q3,Minnesota,132000.0,138000,26000.0,1300,1900
491,2017,Q3,Mississippi,19000.0,20000,3300.0,750,740
492,2017,Q3,Missouri,13500.0,13500,650.0,480,170
493,2017,Q3,Montana,147000.0,158000,11500.0,4100,6500
494,2017,Q3,Nebraska,45000.0,47000,8500.0,390,27000
495,2017,Q3,New Jersey,18000.0,18000,270.0,120,80
496,2017,Q3,New Mexico,6500.0,6500,1100.0,2000,1000
497,2017,Q3,New York,56000.0,56000,10000.0,1900,800
498,2017,Q3,North Carolina,25000.0,25000,1400.0,1400,1200
499,2017,Q3,North Dakota,510000.0,550000,71000.0,25000,104000
500,2017,Q3,Ohio,21000.0,21000,1600.0,980,630
501,2017,Q3,Oklahoma,3700.0,3700,560.0,30,30
502,2017,Q3,Oregon,107000.0,112000,7500.0,2900,4300
503,2017,Q3,Pennsylvania,19000.0,22000,1300.0,680,780
504,2017,Q3,South Carolina,13000.0,13500,920.0,990,50
505,2017,Q3,South Dakota,178000.0,191000,25000.0,4200,9500
506,2017,Q3,Tennessee,10000.0,10000,950.0,340,290
507,2017,Q3,Texas,129000.0,143000,12000.0,12500,810
508,2017,Q3,Utah,27000.0,33000,3200.0,1200,120
509,2017,Q3,Vermont,6500.0,6500,400.0,170,50
510,2017,Q3,Virginia,8000.0,8000,810.0,460,360
511,2017,Q3,Washington,57000.0,74000,5000.0,7500,2000
512,2017,Q3,West Virginia,7500.0,7500,190.0,130,220
513,2017,Q3,Wisconsin,71000.0,75000,12000.0,880,640
514,2017,Q3,Wyoming,32000.0,40000,7000.0,1800,1000
515,2017,Q3,Other States 5/,11880.0,11890,1920.0,1690,430
516,0,0,0,0.0,0,0.0,0,0
517,2017,Q4,Alabama,7000.0,7000,610.0,50,10
518,2017,Q4,Arizona,29000.0,31000,6500.0,4600,3100
519,2017,Q4,Arkansas,28000.0,28000,2500.0,20,10
520,2017,Q4,California,770000.0,1330000,205000.0,40000,35000
521,0,0,0,0.0,0,0.0,0,0
522,0,0,0,0.0,0,0.0,0,0
523,2017,Q4,Florida,255000.0,300000,41000.0,31000,11500
524,2017,Q4,Georgia,96000.0,112000,11000.0,12000,450
525,2017,Q4,Hawaii,13500.0,13500,970.0,60,840
526,2017,Q4,Idaho,121000.0,143000,15500.0,5000,420
527,0,0,0,0.0,0,0.0,0,0
528,0,0,0,0.0,0,0.0,0,0
529,0,0,0,0.0,0,0.0,0,0
530,0,0,0,0.0,0,0.0,0,0
531,2017,Q4,Kentucky,7500.0,7500,950.0,60,80
532,2017,Q4,Louisiana,48000.0,57000,2000.0,250,340
533,0,0,0,0.0,0,0.0,0,0
534,2017,Q4,Maryland,7500.0,9500,500.0,20,30
535,0,0,0,0.0,0,0.0,0,0
536,2017,Q4,Michigan,101000.0,101000,12500.0,10,130
537,0,0,0,0.0,0,0.0,0,0
538,2017,Q4,Mississippi,17500.0,30000,2400.0,330,60
539,2017,Q4,Missouri,9000.0,9000,590.0,1400,640
540,0,0,0,0.0,0,0.0,0,0
541,0,0,0,0.0,0,0.0,0,0
542,0,0,0,0.0,0,0.0,0,0
543,2017,Q4,New Mexico,7000.0,7000,1600.0,1100,20
544,2017,Q4,New York,48000.0,49000,9000.0,240,130
545,2017,Q4,North Carolina,25000.0,25000,5500.0,220,50
546,2017,Q4,North Dakota,385000.0,390000,44000.0,13500,2500
547,2017,Q4,Ohio,19500.0,19500,2100.0,20,140
548,2017,Q4,Oklahoma,3100.0,44000,2700.0,120,30
549,2017,Q4,Oregon,98000.0,124000,9500.0,1500,1000
550,2017,Q4,Pennsylvania,21000.0,21000,3100.0,120,180
551,2017,Q4,South Carolina,12000.0,17000,1300.0,760,370
552,0,0,0,0.0,0,0.0,0,0
553,2017,Q4,Tennessee,9000.0,9000,840.0,120,10
554,2017,Q4,Texas,136000.0,310000,39000.0,2200,650
555,2017,Q4,Utah,30000.0,30000,1600.0,440,50
556,2017,Q4,Vermont,6500.0,6500,260.0,20,10
557,2017,Q4,Virginia,7000.0,7000,730.0,230,10
558,2017,Q4,Washington,65000.0,97000,9000.0,3100,130
559,2017,Q4,West Virginia,7500.0,7500,1000.0,80,60
560,2017,Q4,Wisconsin,59000.0,59000,7500.0,10,20
561,0,0,0,0.0,0,0.0,0,0
562,0,0,0,0.0,0,0.0,0,0
563,0,0,0,0.0,0,0.0,0,0
564,2016,Q1,Alabama,7000.0,7000,1800.0,2800,250
565,2016,Q1,Arizona,35000.0,35000,4600.0,3400,2100
566,2016,Q1,Arkansas,13000.0,14000,1500.0,1200,90
567,2016,Q1,California,1440000.0,1690000,255000.0,250000,124000
568,2016,Q1,Colorado,3500.0,12500,1500.0,200,140
569,0,0,0,0.0,0,0.0,0,0
570,2016,Q1,Florida,305000.0,315000,42000.0,54000,25000
571,2016,Q1,Georgia,104000.0,105000,14500.0,47000,9500
572,2016,Q1,Hawaii,10500.0,10500,380.0,3400,760
573,2016,Q1,Idaho,81000.0,88000,3700.0,2600,8000
574,2016,Q1,Illinois,6000.0,10500,4200.0,2300,390
575,2016,Q1,Indiana,9000.0,9500,2100.0,490,120
576,2016,Q1,Iowa,12500.0,17500,3100.0,1700,270
577,2016,Q1,Kansas,4600.0,7000,1600.0,450,70
578,0,0,0,0.0,0,0.0,0,0
579,2016,Q1,Louisiana,51000.0,51000,8000.0,3100,6500
580,0,0,0,0.0,0,0.0,0,0
581,2016,Q1,Maryland,7500.0,10000,4100.0,1600,870
582,2016,Q1,Massachusetts,2900.0,4600,1000.0,260,120
583,2016,Q1,Michigan,16500.0,60000,11500.0,7500,2400
584,2016,Q1,Minnesota,28000.0,74000,3700.0,690,530
585,2016,Q1,Mississippi,34000.0,76000,8500.0,22000,7500
586,2016,Q1,Missouri,12000.0,13000,2000.0,220,910
587,2016,Q1,Montana,8500.0,36000,2200.0,1400,1100
588,2016,Q1,Nebraska,10000.0,31000,2600.0,120,310
589,2016,Q1,New Jersey,6000.0,9000,1100.0,570,1600
590,2016,Q1,New Mexico,7000.0,7000,690.0,190,600
591,2016,Q1,New York,27000.0,30000,6500.0,430,950
592,2016,Q1,North Carolina,24000.0,26000,7000.0,6000,690
593,2016,Q1,North Dakota,57000.0,120000,620.0,1800,530
594,2016,Q1,Ohio,18000.0,22000,10500.0,5000,3300
595,2016,Q1,Oklahoma,9500.0,26000,6000.0,2600,260
596,2016,Q1,Oregon,77000.0,87000,6500.0,4300,2400
597,0,0,0,0.0,0,0.0,0,0
598,2016,Q1,South Carolina,17000.0,17500,2700.0,2700,1400
599,2016,Q1,South Dakota,50000.0,97000,4600.0,8500,2800
600,2016,Q1,Tennessee,9500.0,9500,2000.0,1000,190
601,2016,Q1,Texas,191000.0,250000,26000.0,82000,51000
602,2016,Q1,Utah,6000.0,24000,3300.0,2500,290
603,2016,Q1,Vermont,5500.0,5500,700.0,1200,20
604,2016,Q1,Virginia,8000.0,9000,2500.0,800,460
605,2016,Q1,Washington,52000.0,105000,14000.0,13500,9000
606,2016,Q1,West Virginia,4700.0,6000,1800.0,570,60
607,2016,Q1,Wisconsin,16500.0,29000,8000.0,3100,2500
608,2016,Q1,Wyoming,5500.0,12000,2000.0,2000,1400
609,2016,Q1,Other States 5/,3410.0,8990,2080.0,870,150
610,0,0,0,0.0,0,0.0,0,0
611,2016,Q2,Alabama,7500.0,7500,860.0,1900,680
612,2016,Q2,Arizona,33000.0,33000,5500.0,19500,7000
613,2016,Q2,Arkansas,13500.0,13500,1900.0,11500,5500
614,2016,Q2,California,1040000.0,1050000,104000.0,170000,285000
615,2016,Q2,Colorado,12000.0,25000,1900.0,6000,3500
616,2016,Q2,Connecticut,3000.0,3000,80.0,1100,150
617,2016,Q2,Florida,210000.0,215000,35000.0,44000,24000
618,2016,Q2,Georgia,114000.0,124000,23000.0,25000,19000
619,2016,Q2,Hawaii,13500.0,13500,120.0,1100,1200
620,2016,Q2,Idaho,62000.0,72000,6500.0,16500,10500
621,2016,Q2,Illinois,9500.0,9500,1300.0,6000,1500
622,2016,Q2,Indiana,8000.0,12500,1300.0,4900,4300
623,2016,Q2,Iowa,12500.0,24000,1400.0,6500,3100
624,2016,Q2,Kansas,6000.0,7000,670.0,2800,420
625,2016,Q2,Kentucky,7500.0,8500,980.0,3600,1500
626,2016,Q2,Louisiana,44000.0,45000,1800.0,6500,8000
627,2016,Q2,Maine,4600.0,30000,3200.0,3500,700
628,2016,Q2,Maryland,8000.0,11000,370.0,2600,710
629,2016,Q2,Massachusetts,4100.0,14000,320.0,940,510
630,2016,Q2,Michigan,58000.0,88000,9500.0,13500,5500
631,2016,Q2,Minnesota,71000.0,125000,12500.0,20000,21000
632,2016,Q2,Mississippi,89000.0,89000,11000.0,5500,10000
633,2016,Q2,Missouri,11500.0,12500,500.0,1900,1800
634,2016,Q2,Montana,36000.0,210000,4200.0,14000,33000
635,2016,Q2,Nebraska,29000.0,68000,4100.0,15500,4600
636,2016,Q2,New Jersey,8500.0,19000,1800.0,2100,2900
637,2016,Q2,New Mexico,6500.0,8500,1000.0,1500,330
638,2016,Q2,New York,24000.0,34000,1100.0,11000,1500
639,2016,Q2,North Carolina,19500.0,23000,1800.0,5500,3300
640,2016,Q2,North Dakota,121000.0,450000,29000.0,39000,61000
641,2016,Q2,Ohio,17500.0,19000,2100.0,10000,6000
642,2016,Q2,Oklahoma,25000.0,27000,2200.0,5500,2200
643,2016,Q2,Oregon,82000.0,95000,5500.0,14500,9500
644,2016,Q2,Pennsylvania,15500.0,19000,1600.0,8500,2600
645,2016,Q2,South Carolina,17500.0,18500,950.0,1100,2000
646,2016,Q2,South Dakota,100000.0,290000,21000.0,27000,23000
647,2016,Q2,Tennessee,7500.0,7500,730.0,3600,920
648,2016,Q2,Texas,305000.0,315000,33000.0,76000,94000
649,2016,Q2,Utah,24000.0,27000,3400.0,10000,3900
650,2016,Q2,Vermont,6000.0,6000,100.0,580,50
651,2016,Q2,Virginia,7500.0,7500,270.0,2100,430
652,2016,Q2,Washington,105000.0,127000,5000.0,15000,13000
653,2016,Q2,West Virginia,4700.0,4700,570.0,2900,590
654,2016,Q2,Wisconsin,25000.0,65000,4600.0,10000,5500
655,2016,Q2,Wyoming,12000.0,25000,3200.0,7500,5000
656,2016,Q2,Other States 5/,8600.0,11200,1940.0,4140,1960
657,0,0,0,0.0,0,0.0,0,0
658,2016,Q3,Alabama,8500.0,9000,1400.0,160,260
659,2016,Q3,Arizona,40000.0,40000,6000.0,4300,15500
660,2016,Q3,Arkansas,23000.0,30000,9000.0,500,210
661,2016,Q3,California,730000.0,800000,76000.0,40000,93000
662,2016,Q3,Colorado,29000.0,30000,4500.0,1400,1400
663,2016,Q3,Connecticut,3700.0,3700,50.0,190,440
664,2016,Q3,Florida,164000.0,220000,36000.0,37000,29000
665,2016,Q3,Georgia,108000.0,110000,13000.0,19500,15500
666,2016,Q3,Hawaii,14500.0,14500,2700.0,1200,5500
667,2016,Q3,Idaho,80000.0,128000,14000.0,5500,11500
668,2016,Q3,Illinois,14000.0,14000,1400.0,1300,1100
669,2016,Q3,Indiana,15000.0,15000,1600.0,1400,420
670,2016,Q3,Iowa,29000.0,37000,3000.0,640,680
671,2016,Q3,Kansas,9000.0,9500,1000.0,100,160
672,2016,Q3,Kentucky,10000.0,10000,1300.0,170,550
673,2016,Q3,Louisiana,50000.0,55000,2000.0,2300,1800
674,2016,Q3,Maine,6000.0,6000,450.0,410,140
675,2016,Q3,Maryland,7000.0,7500,680.0,730,70
676,2016,Q3,Massachusetts,7500.0,7500,560.0,290,400
677,2016,Q3,Michigan,89000.0,89000,7000.0,3300,3800
678,2016,Q3,Minnesota,133000.0,136000,32000.0,640,2300
679,2016,Q3,Mississippi,23000.0,34000,3500.0,260,110
680,2016,Q3,Missouri,14000.0,14000,1200.0,700,630
681,2016,Q3,Montana,140000.0,156000,10500.0,3200,10000
682,2016,Q3,Nebraska,67000.0,77000,6000.0,500,6000
683,2016,Q3,New Jersey,18500.0,18500,210.0,190,500
684,2016,Q3,New Mexico,6500.0,6500,1600.0,1300,650
685,2016,Q3,New York,44000.0,47000,6500.0,4400,7000
686,2016,Q3,North Carolina,24000.0,24000,2900.0,2500,1100
687,2016,Q3,North Dakota,460000.0,500000,93000.0,11000,22000
688,2016,Q3,Ohio,23000.0,23000,1900.0,2300,880
689,2016,Q3,Oklahoma,19500.0,22000,230.0,160,190
690,2016,Q3,Oregon,68000.0,100000,8500.0,8000,21000
691,2016,Q3,Pennsylvania,25000.0,25000,1800.0,1800,2400
692,2016,Q3,South Carolina,12000.0,12000,2000.0,880,580
693,2016,Q3,South Dakota,295000.0,295000,53000.0,2100,13000
694,2016,Q3,Tennessee,10000.0,10000,1200.0,500,350
695,2016,Q3,Texas,76000.0,136000,16500.0,5500,4800
696,2016,Q3,Utah,31000.0,36000,8000.0,1400,2200
697,2016,Q3,Vermont,6000.0,6500,40.0,30,20
698,2016,Q3,Virginia,8000.0,8000,680.0,520,220
699,2016,Q3,Washington,84000.0,97000,11500.0,1800,20000
700,2016,Q3,West Virginia,7000.0,7000,300.0,300,270
701,2016,Q3,Wisconsin,60000.0,62000,9000.0,1300,4300
702,2016,Q3,Wyoming,29000.0,35000,2500.0,270,440
703,2016,Q3,Other States 5/,12180.0,12280,900.0,1050,700
704,0,0,0,0.0,0,0.0,0,0
705,2016,Q4,Alabama,8000.0,8000,610.0,80,60
706,2016,Q4,Arizona,36000.0,39000,12000.0,3000,16000
707,0,0,0,0.0,0,0.0,0,0
708,2016,Q4,California,750000.0,1260000,149000.0,39000,75000
709,0,0,0,0.0,0,0.0,0,0
710,2016,Q4,Connecticut,3200.0,3200,210.0,40,70
711,2016,Q4,Florida,220000.0,260000,37000.0,30000,28000
712,2016,Q4,Georgia,110000.0,121000,18000.0,4400,1900
713,2016,Q4,Hawaii,13000.0,13000,690.0,2700,760
714,2016,Q4,Idaho,121000.0,145000,22000.0,5500,5500
715,0,0,0,0.0,0,0.0,0,0
716,0,0,0,0.0,0,0.0,0,0
717,2016,Q4,Iowa,35000.0,35000,4300.0,40,30
718,2016,Q4,Kansas,8500.0,8500,3400.0,50,20
719,2016,Q4,Kentucky,8500.0,8500,1100.0,20,10
720,2016,Q4,Louisiana,55000.0,71000,4900.0,1100,2400
721,2016,Q4,Maine,4700.0,4700,60.0,530,20
722,0,0,0,0.0,0,0.0,0,0
723,2016,Q4,Massachusetts,4500.0,4500,260.0,30,30
724,2016,Q4,Michigan,67000.0,73000,9000.0,210,1600
725,2016,Q4,Minnesota,104000.0,105000,10000.0,600,40
726,2016,Q4,Mississippi,31000.0,34000,1500.0,500,230
727,2016,Q4,Missouri,13500.0,13500,690.0,30,40
728,2016,Q4,Montana,116000.0,123000,10000.0,1000,80
729,2016,Q4,Nebraska,72000.0,73000,7000.0,10,5500
730,2016,Q4,New Jersey,8000.0,8500,270.0,20,10
731,2016,Q4,New Mexico,6000.0,6000,290.0,290,30
732,2016,Q4,New York,45000.0,45000,4000.0,260,10
733,2016,Q4,North Carolina,22000.0,22000,2200.0,510,70
734,2016,Q4,North Dakota,230000.0,275000,35000.0,2700,9000
735,2016,Q4,Ohio,19000.0,19000,2400.0,200,140
736,2016,Q4,Oklahoma,5000.0,10000,650.0,290,60
737,2016,Q4,Oregon,100000.0,114000,8500.0,200,1400
738,2016,Q4,Pennsylvania,22000.0,23000,2500.0,1300,6500
739,2016,Q4,South Carolina,10000.0,17500,2200.0,640,1000
740,0,0,0,0.0,0,0.0,0,0
741,2016,Q4,Tennessee,8500.0,10000,1100.0,70,420
742,2016,Q4,Texas,125000.0,250000,25000.0,13000,2000
743,2016,Q4,Utah,28000.0,28000,1900.0,120,100
744,2016,Q4,Vermont,6500.0,6500,940.0,10,10
745,0,0,0,0.0,0,0.0,0,0
746,2016,Q4,Washington,87000.0,89000,6500.0,330,170
747,2016,Q4,West Virginia,7000.0,7000,610.0,190,140
748,2016,Q4,Wisconsin,48000.0,48000,6500.0,210,10
749,0,0,0,0.0,0,0.0,0,0
750,2016,Q4,Other States 5/,11360.0,12560,1630.0,100,50
751,0,0,0,0.0,0,0.0,0,0
